"dataset","method","split_id","theta1","theta2","theta3","theta4","theta5","theta6","theta7","theta8"
"kin8nm","unilasso_loo_true",50,-0.0403657902923876,-0.0289623884371909,-0.15653996741011,-0.027272034524766,0.064779565112503,-0.0434936637115808,-0.0416211329978085,0.019815974585793
"kin8nm","unilasso_loo_true",51,-0.0408476903217795,-0.0254546837105032,-0.153491876147459,-0.0252368084529541,0.0703246031622629,-0.0416655568492412,-0.0433745754631791,0.0183366939077607
"kin8nm","unilasso_loo_true",52,-0.0407821567287491,-0.0255688427283835,-0.155604011423439,-0.0218503212650627,0.0690272655597584,-0.0382432161312087,-0.0377209015737351,0.0155279170323489
"kin8nm","unilasso_loo_true",53,-0.0382928591178829,-0.0250132985281531,-0.156464196703183,-0.0207882517475824,0.0713737910534897,-0.0406106279438034,-0.0389371329395925,0.0200074251578889
"kin8nm","unilasso_loo_true",54,-0.0419101712408855,-0.0232016184611498,-0.155940903802664,-0.0266534854011319,0.0667022031137447,-0.041168559808711,-0.0419070242621811,0.0192054474483177
"kin8nm","unilasso_loo_true",55,-0.0456592227273367,-0.0203574126193232,-0.152472964349407,-0.024981986324337,0.070381701885395,-0.0435352590103035,-0.0363669733149399,0.0198044811434051
"kin8nm","unilasso_loo_true",56,-0.0391526868202639,-0.0254751696460617,-0.153686760365805,-0.024510058277947,0.0750426159574778,-0.0429414578852528,-0.0419800319331254,0.0218740778480487
"kin8nm","unilasso_loo_true",57,-0.0444094219044608,-0.0272937424517974,-0.156375738147782,-0.023248285289024,0.0708650698413539,-0.0398416737696034,-0.0410700438819081,0.0198976584858368
"kin8nm","unilasso_loo_true",58,-0.0377428327691071,-0.0301512293284911,-0.156528646223846,-0.0210859861842304,0.0726632508846282,-0.0399434399029225,-0.0383466978193147,0.0189458024564686
"kin8nm","unilasso_loo_true",59,-0.0439085907697797,-0.022880424360169,-0.157182770207409,-0.0264764705585772,0.0729701605073718,-0.0388640376102862,-0.0390706831236042,0.0166634873196406
"kin8nm","unilasso_loo_true",60,-0.0438341400800015,-0.0234426861976718,-0.156644711539483,-0.0243954315393456,0.0696118937031554,-0.0399858729813366,-0.0411569539665403,0.0167454519488994
"kin8nm","unilasso_loo_true",61,-0.0406045942864701,-0.0238892262655744,-0.15474016509854,-0.0257465886918335,0.0683525795972867,-0.0391027636600269,-0.0401190624146699,0.0217823724241379
"kin8nm","unilasso_loo_true",62,-0.0419666764841523,-0.0224946409107693,-0.156236581576117,-0.0265846829014362,0.0691677361031477,-0.0437147346824588,-0.0433750243430234,0.0201686038002181
"kin8nm","unilasso_loo_true",63,-0.0412228494562167,-0.0296108691083647,-0.156881899365822,-0.0231324858576819,0.0715964016563694,-0.0400970292083711,-0.0378131797882418,0.0194077330799106
"kin8nm","unilasso_loo_true",64,-0.0402543891024399,-0.0252090036029882,-0.155295834275783,-0.0261975010303365,0.0721326029191393,-0.0399822196030864,-0.0422697081301672,0.0214963607337754
"kin8nm","unilasso_loo_true",65,-0.0404571645425242,-0.0235376234120575,-0.149596697694362,-0.0268037165498891,0.0716025523572765,-0.041248368744228,-0.0376337855025334,0.022957388224069
"kin8nm","unilasso_loo_true",66,-0.0426399486713921,-0.0274949763671327,-0.153722707304236,-0.0228504001449064,0.0685292769860642,-0.0412456211697736,-0.0371300890866392,0.0207249555921728
"kin8nm","unilasso_loo_true",67,-0.0409325442977181,-0.0302361474385278,-0.154948617880687,-0.0245715989421494,0.0729624909586831,-0.0372168887315614,-0.038555504519162,0.0223796140044419
"kin8nm","unilasso_loo_true",68,-0.044569291694384,-0.0252980164408948,-0.15429444616545,-0.0258911146763858,0.0715500487955242,-0.0381895114209353,-0.0392432435400759,0.0190548593405122
"kin8nm","unilasso_loo_true",69,-0.0427509556195325,-0.0252005200127103,-0.151845876250642,-0.0263501617223882,0.070132653673703,-0.0381974855848476,-0.0412935194051629,0.0147142949849649
"kin8nm","unilasso_loo_true",70,-0.0419248271485307,-0.023895834177338,-0.155833149598583,-0.0286447438803956,0.0672457997864399,-0.0427783679829805,-0.0398607857939096,0.0174780679257094
"kin8nm","unilasso_loo_true",71,-0.0372562833015458,-0.0242384330949142,-0.156681473080165,-0.0245320125888585,0.0662217620263552,-0.0403932521939033,-0.0405448193648786,0.0202322955709286
"kin8nm","unilasso_loo_true",72,-0.0384821050687632,-0.0210556719993653,-0.153777434118404,-0.0283199083227482,0.071021613325111,-0.0406831392850333,-0.0368085962485073,0.0192460869739969
"kin8nm","unilasso_loo_true",73,-0.0398388682488452,-0.026115350793493,-0.156083309428952,-0.0206900718491965,0.069626745487284,-0.0395194137552325,-0.0398637788384001,0.0164389690259412
"kin8nm","unilasso_loo_true",74,-0.0387698993791317,-0.0254203243887708,-0.155107477145432,-0.025194203870008,0.0737167364873274,-0.0447323930129255,-0.0455633930055276,0.022001446084777
"kin8nm","unilasso_loo_true",75,-0.0416553442816918,-0.0241082261784873,-0.154894164850981,-0.023882011595892,0.0727438718700301,-0.0371961589317586,-0.036302328445695,0.0178146107324588
"kin8nm","unilasso_loo_true",76,-0.0429577895274699,-0.0216040080407871,-0.153701799752265,-0.0192078978372634,0.07017579964719,-0.0344645066586463,-0.0394943497174463,0.0237688430650893
"kin8nm","unilasso_loo_true",77,-0.0400190469415398,-0.0224916437238021,-0.156300787755426,-0.0283724205353172,0.06983626191025,-0.0364125458964689,-0.0403066435319022,0.0174113500614435
"kin8nm","unilasso_loo_true",78,-0.0375793810019411,-0.0232638578228252,-0.153401130541625,-0.0231011722118934,0.0725613265659742,-0.0364101424423428,-0.0401599649341837,0.0166298486020543
"kin8nm","unilasso_loo_true",79,-0.0413496301964,-0.0273347353319708,-0.153114636861829,-0.0260699229432612,0.0707539648293546,-0.040874292834187,-0.0425835445489437,0.0214573229911667
"kin8nm","unilasso_loo_true",80,-0.0381495777357252,-0.0188852992053045,-0.150016181633035,-0.0227365252013119,0.0755639317032271,-0.0377792975353371,-0.0370836049738501,0.0231047549815989
"kin8nm","unilasso_loo_true",81,-0.0417295798537657,-0.026387401009424,-0.159290557398502,-0.0250862077070461,0.0664483873503452,-0.0423270751694283,-0.0428162394276313,0.0188229795450799
"kin8nm","unilasso_loo_true",82,-0.0435820627798986,-0.0179423158655464,-0.151868892916234,-0.0220380338161869,0.0699213232448395,-0.0393665418919302,-0.0399064173904556,0.019714629836796
"kin8nm","unilasso_loo_true",83,-0.0424991285346453,-0.0224603059871758,-0.156663257126922,-0.021133085976297,0.0672383023050886,-0.0393026173195109,-0.0408561379313071,0.0135565831101544
"kin8nm","unilasso_loo_true",84,-0.0398743630952964,-0.0202946744485711,-0.153755756546398,-0.0189428523260717,0.0635997249020254,-0.0413410051148044,-0.036990348954155,0.0203022048707828
"kin8nm","unilasso_loo_true",85,-0.0409473019779796,-0.0243535061629436,-0.151360520921108,-0.0285685050531201,0.0738623183174288,-0.0399755418029655,-0.0435408687744262,0.0208460969444647
"kin8nm","unilasso_loo_true",86,-0.0398665902109589,-0.0206415521819438,-0.155559969398485,-0.0271054061319956,0.0707471097884788,-0.0380107822292383,-0.040250996724461,0.024371992547541
"kin8nm","unilasso_loo_true",87,-0.0425634690039331,-0.027515696894249,-0.154619295187609,-0.0217242988348118,0.0710212991913069,-0.0401772949044605,-0.0406543420040487,0.0167962957335052
"kin8nm","unilasso_loo_true",88,-0.0375631072546702,-0.0237468450389966,-0.157342256011093,-0.0248276429780158,0.0702947272942679,-0.0404472887130521,-0.0417976134651141,0.0180701888986036
"kin8nm","unilasso_loo_true",89,-0.0364262243862055,-0.0233498253184229,-0.154277657561309,-0.0231901563783104,0.0679234429345419,-0.0451951417222947,-0.03749702801694,0.0142980635907897
"kin8nm","unilasso_loo_true",90,-0.0366932018140724,-0.0219836077802257,-0.156220427612288,-0.0210200359948373,0.0721648552941913,-0.0405104264412507,-0.0394801633952387,0.0165269563083372
"kin8nm","unilasso_loo_true",91,-0.0396702513126773,-0.0230958749846324,-0.153424541280738,-0.0265964198216656,0.0689642159945175,-0.0407062077668583,-0.0401363351061143,0.0238643726822486
"kin8nm","unilasso_loo_true",92,-0.0394394701588889,-0.0257230613452468,-0.155309387876718,-0.0256037315084529,0.0691542780229394,-0.0403423256149636,-0.04169499395075,0.0181151184783735
"kin8nm","unilasso_loo_true",93,-0.040187134961216,-0.0263917978480687,-0.150584347038641,-0.0227405623263776,0.0698381270163211,-0.0407565959820022,-0.0369525310796546,0.019168939196315
"kin8nm","unilasso_loo_true",94,-0.03914736422847,-0.0299799735670192,-0.15674679409644,-0.0241236260588275,0.0720971078648395,-0.0427606437741532,-0.0377555393739799,0.0209569079804437
"kin8nm","unilasso_loo_true",95,-0.0353396320653261,-0.0274989574114284,-0.154623918137076,-0.0220360101784499,0.0753623555049969,-0.0408611415112846,-0.0411435401030653,0.0222167408985096
"kin8nm","unilasso_loo_true",96,-0.0402423468497636,-0.0234860327885318,-0.152886928432554,-0.0267443777868299,0.0698501575310134,-0.043003690863252,-0.0399826175773061,0.0213539635502299
"kin8nm","unilasso_loo_true",97,-0.0390709818954268,-0.0253606213693123,-0.156062501991178,-0.0239318606173285,0.072941861834473,-0.0427023428478321,-0.0415869434413585,0.0226176346244938
"kin8nm","unilasso_loo_true",98,-0.0367825316009871,-0.0243954936435321,-0.156538598045737,-0.0274086095791744,0.0746404817044704,-0.0456538765577605,-0.0440615340497967,0.0202739284586408
"kin8nm","unilasso_loo_true",99,-0.0446635304735571,-0.026170183165165,-0.156388590195894,-0.0189111005950208,0.0712858139832876,-0.0385970679139272,-0.0359600946161444,0.0227103696044007
"kin8nm","unilasso_loo_true",100,-0.0407713567317129,-0.0254021681216532,-0.154953626527387,-0.0232773095582792,0.0714525440879651,-0.0368991166559833,-0.0356512768675456,0.0191877530660054
"kin8nm","unilasso_loo_false",1,-0.0444390720769656,-0.0243516144672523,-0.150466545718295,-0.0246793330569317,0.070226305729675,-0.0415311300956609,-0.036037965231189,0.0153425992033829
"kin8nm","unilasso_loo_false",2,-0.0426890026072024,-0.0252759161013767,-0.153696946544795,-0.0275998929504005,0.0710975072967277,-0.0405383775988915,-0.0395112311871206,0.0187836180012972
"kin8nm","unilasso_loo_false",3,-0.0405984983915839,-0.0269817763865495,-0.154115153517542,-0.0245633668832231,0.070114640402891,-0.0373252833176117,-0.0352988825394317,0.0208324846431291
"kin8nm","unilasso_loo_false",4,-0.0372206727934989,-0.0272522710094386,-0.155706719078166,-0.0229312888777493,0.0668740233700364,-0.0361871619417112,-0.040400657370428,0.0169912572534827
"kin8nm","unilasso_loo_false",5,-0.0393250726782164,-0.024474964568389,-0.156258241882455,-0.0253162183288344,0.0707203377546514,-0.0375714856687334,-0.0417081157073888,0.0110016142847364
"kin8nm","unilasso_loo_false",6,-0.0431697234519604,-0.0280745415754271,-0.15694315879659,-0.0286857243799766,0.0745897461880462,-0.0404985470981751,-0.0419148543083138,0.0256228679231217
"kin8nm","unilasso_loo_false",7,-0.0434107408884838,-0.0207274659199261,-0.152070406493799,-0.0240844811133311,0.0717166247919517,-0.0427996474698375,-0.0454700492347387,0.0186877987264743
"kin8nm","unilasso_loo_false",8,-0.0417601578663474,-0.0282211718043855,-0.15733811770274,-0.0291866139941315,0.0687457844814548,-0.0401376427530952,-0.0411796675337373,0.021099851010884
"kin8nm","unilasso_loo_false",9,-0.0456654993030571,-0.0206245852140774,-0.155324213955214,-0.0192217666038979,0.073409733783275,-0.0411750011320623,-0.0395706740089003,0.0207549675298186
"kin8nm","unilasso_loo_false",10,-0.0406189087812933,-0.0216296305090498,-0.148047032048752,-0.0276351801355917,0.0759747852021889,-0.0400601207517953,-0.0373814083315288,0.0224367584310215
"kin8nm","unilasso_loo_false",11,-0.0447798412574528,-0.0237135318481334,-0.152309405966619,-0.0254995913092175,0.0678312764820654,-0.0365076574415659,-0.0395192359559229,0.0192763259402674
"kin8nm","unilasso_loo_false",12,-0.0383222628610523,-0.0216037857585388,-0.150876271818221,-0.0219902553189503,0.0750400224199525,-0.0369039180311563,-0.0366511733591421,0.0205867743494316
"kin8nm","unilasso_loo_false",13,-0.0428076542129137,-0.0246858092713543,-0.156952386136402,-0.0249982500050041,0.072098670941641,-0.0435122941555464,-0.0449626386228916,0.0159910284789656
"kin8nm","unilasso_loo_false",14,-0.0403395894418855,-0.0301369487866505,-0.153561714463474,-0.0236925272881843,0.0702458351856292,-0.0441530215491294,-0.0408072898452146,0.0237944007094707
"kin8nm","unilasso_loo_false",15,-0.0415056987773996,-0.025623712428335,-0.153225835354758,-0.024101811882288,0.0710150485182403,-0.0402477415515167,-0.0405275647973514,0.0216988507573385
"kin8nm","unilasso_loo_false",16,-0.0409291263630992,-0.0233268243175747,-0.153747936931314,-0.0244105783828201,0.0700238592751181,-0.042730640519703,-0.0405157933455019,0.0173503232631607
"kin8nm","unilasso_loo_false",17,-0.0423612040514788,-0.0233685074278427,-0.155218686149675,-0.0234997013734174,0.0747797791108063,-0.0433774938757263,-0.0396159912670795,0.0227199905808565
"kin8nm","unilasso_loo_false",18,-0.043893832884466,-0.0224282814386625,-0.155822638384798,-0.0208478208729607,0.0731490020196646,-0.0372265531459931,-0.0399825018463367,0.0204679004132546
"kin8nm","unilasso_loo_false",19,-0.0435073131777649,-0.029819819084406,-0.15396781015062,-0.024069757749753,0.0712160537780674,-0.0382578455969282,-0.0363688627738132,0.020575243413582
"kin8nm","unilasso_loo_false",20,-0.0402398282920284,-0.0223364754942726,-0.151475541143789,-0.0260115203757197,0.0705612166887434,-0.0398239909337823,-0.0359885001923325,0.0168141024717428
"kin8nm","unilasso_loo_false",21,-0.0433232855914543,-0.0234242849444227,-0.157498420316085,-0.0257498174154932,0.0741797959696337,-0.0423224083213396,-0.0402777072491102,0.0214243201956964
"kin8nm","unilasso_loo_false",22,-0.0363024805351503,-0.0272483696266688,-0.153398095360239,-0.0264478163071771,0.0729690963610374,-0.0373743126917522,-0.0389603720528054,0.024179723074284
"kin8nm","unilasso_loo_false",23,-0.0367232664650557,-0.0241034767809432,-0.156029749078751,-0.0201228269769523,0.0737821893133522,-0.0412271771926739,-0.0406322344290447,0.0219961207716171
"kin8nm","unilasso_loo_false",24,-0.0445092103431715,-0.0272605441739904,-0.155537843011042,-0.0236932535980457,0.073970894916358,-0.0422956364799304,-0.0428626695302745,0.0219544985946603
"kin8nm","unilasso_loo_false",25,-0.041203347922341,-0.023321587541219,-0.156631252622627,-0.0251221700480469,0.0723935328427502,-0.0419280549341319,-0.0393918169822211,0.0237035430830292
"kin8nm","unilasso_loo_false",26,-0.0471403015891975,-0.0292800455388144,-0.15768433220434,-0.0226541475359287,0.0709329172504322,-0.0410594594282999,-0.0378978119875388,0.0183191246993155
"kin8nm","unilasso_loo_false",27,-0.0384915469525327,-0.0274469951437062,-0.149859435342789,-0.0266211076017553,0.0651022011830086,-0.0428923431571925,-0.0372413190011138,0.019061608826235
"kin8nm","unilasso_loo_false",28,-0.0390042061225864,-0.0278063768252826,-0.153837100547342,-0.0224799573148608,0.0736489356725608,-0.0362737228868113,-0.0425784088498753,0.019176356848794
"kin8nm","unilasso_loo_false",29,-0.039196994769921,-0.0262524536475063,-0.156750081962375,-0.0285846033509201,0.0709219447469977,-0.0365703810524734,-0.0403645826448083,0.0156798180257468
"kin8nm","unilasso_loo_false",30,-0.0376702371065815,-0.0278080007765132,-0.160911692146461,-0.0256531462192656,0.0730806363175193,-0.03739490333966,-0.0408232210966023,0.0218165317340987
"kin8nm","unilasso_loo_false",31,-0.0449640537572693,-0.0202110812252772,-0.153315328745028,-0.0287687094182892,0.073816059734436,-0.0400215459240875,-0.044277706799939,0.0222268045685134
"kin8nm","unilasso_loo_false",32,-0.0414718710120544,-0.0257775815393456,-0.154519112026197,-0.0286150899726296,0.0668218787638436,-0.0395763941248849,-0.0425332008010638,0.0174744394506331
"kin8nm","unilasso_loo_false",33,-0.0368099098039744,-0.0281926387414536,-0.154585152562213,-0.0306264400299422,0.0738777297504987,-0.0407150958103762,-0.0410154816864844,0.0214127815774787
"kin8nm","unilasso_loo_false",34,-0.0397881456089814,-0.0282567435814435,-0.152709078299564,-0.0274884681435195,0.0747345497706436,-0.0412569709993953,-0.0440904865843706,0.0226079555541442
"kin8nm","unilasso_loo_false",35,-0.0457292542182991,-0.0270115196758201,-0.150986701017096,-0.0215699837279407,0.0679547216979856,-0.043944140439154,-0.0422948816567969,0.0184241938771934
"kin8nm","unilasso_loo_false",36,-0.0402819353030084,-0.0224207036220276,-0.156630786585439,-0.0279290119388979,0.0678956080810434,-0.0396850194976883,-0.0400848312993664,0.0217786642739945
"kin8nm","unilasso_loo_false",37,-0.0393587410834538,-0.0238920927292218,-0.157233304519143,-0.0273535647475911,0.0740092029425699,-0.0450286379945888,-0.0424399620411367,0.0165150539999558
"kin8nm","unilasso_loo_false",38,-0.0418686739546746,-0.0210492790770367,-0.152912644092928,-0.0226815320557531,0.0687368310875947,-0.0406895339830544,-0.0354875515665156,0.0220613450333488
"kin8nm","unilasso_loo_false",39,-0.0388792673673476,-0.0196968532662507,-0.154897253246508,-0.0285876482399613,0.072121218616705,-0.0399851259607665,-0.0418267943934387,0.0192271876385733
"kin8nm","unilasso_loo_false",40,-0.0424790166159655,-0.0286870983992488,-0.155008308965742,-0.0263300019794509,0.0723324547510186,-0.0438813717157117,-0.0426999677834957,0.0224297735830741
"kin8nm","unilasso_loo_false",41,-0.0417226262956609,-0.0245651198542233,-0.15112695346215,-0.0237985103952944,0.0648440523454983,-0.0380132803990121,-0.0421672540551491,0.0191937264284602
"kin8nm","unilasso_loo_false",42,-0.0412528285763084,-0.0266636648215556,-0.154661910745305,-0.0264869302889555,0.0738945320068798,-0.0417390610693276,-0.0405195230793108,0.0213038692958193
"kin8nm","unilasso_loo_false",43,-0.0386603614256139,-0.0225888810451026,-0.152491245456974,-0.0268521274594158,0.0723916904365473,-0.0406397143283514,-0.0419246929727314,0.0218527916121724
"kin8nm","unilasso_loo_false",44,-0.0435260792327968,-0.0280416718092817,-0.155687547972914,-0.0226893580986833,0.070028740742648,-0.0420325542761949,-0.0419780318563463,0.021811744856054
"kin8nm","unilasso_loo_false",45,-0.0370061407188914,-0.0257140928000178,-0.153242242375645,-0.0236724263925008,0.0690418539813537,-0.0449886923857601,-0.0411340452159942,0.0207524263704296
"kin8nm","unilasso_loo_false",46,-0.0401510788528605,-0.0233321811300389,-0.154515576182477,-0.0265036690281004,0.0736030393170564,-0.0339738412297927,-0.0405447674136721,0.0194097516452359
"kin8nm","unilasso_loo_false",47,-0.042318259098175,-0.0265139757298014,-0.151029763889818,-0.0248003585962177,0.0707317541614116,-0.0422902144893633,-0.0415123962105342,0.0190955503774532
"kin8nm","unilasso_loo_false",48,-0.0434382441779632,-0.0264944179233888,-0.153816331722966,-0.0275695799328143,0.0701077447698986,-0.041856320070176,-0.0390825923149614,0.0183343779260529
"kin8nm","unilasso_loo_false",49,-0.038847915899302,-0.0249549918080431,-0.155371890489701,-0.0269003927754823,0.0748672040435901,-0.0373841212854913,-0.0411918573947852,0.0200421498590327
"kin8nm","unilasso_loo_false",50,-0.0408096885260427,-0.0297635360645435,-0.15618340622878,-0.0280048868731455,0.0650353842450453,-0.0438632957511109,-0.0421539743923977,0.0208701278142567
"kin8nm","unilasso_loo_false",51,-0.0413346364052989,-0.0264615707376563,-0.153119270502845,-0.0262629496133935,0.0705254431825721,-0.0421519927598514,-0.0437941147451908,0.0196025225536557
"kin8nm","unilasso_loo_false",52,-0.0412040539744432,-0.0266209046160149,-0.155250838583795,-0.0228719257647281,0.0692583683598083,-0.0387182325603701,-0.0382079184562285,0.0165840865781709
"kin8nm","unilasso_loo_false",53,-0.0389139097717108,-0.026074514048828,-0.156079669960215,-0.0219152937309725,0.071537884683642,-0.0410946698176981,-0.0394313727297505,0.0209914554552048
"kin8nm","unilasso_loo_false",54,-0.0423193871589961,-0.0241780464396654,-0.155571338503349,-0.0274478827050092,0.0669346612085768,-0.0416751330255504,-0.0422884466143261,0.0202321404662784
"kin8nm","unilasso_loo_false",55,-0.0460643030558039,-0.0214712614815419,-0.152137652038891,-0.0259536643686651,0.0705364766118775,-0.043975923701458,-0.03690352752394,0.0207377427136579
"kin8nm","unilasso_loo_false",56,-0.0395972005523716,-0.0265038185710131,-0.153324259644875,-0.0255427901210642,0.0752049850350203,-0.0433982380177138,-0.0425350635933842,0.0228215263500876
"kin8nm","unilasso_loo_false",57,-0.044780982674774,-0.0280744889084757,-0.156019894002637,-0.0241101105818131,0.0710016074156196,-0.0402842384910104,-0.0414814782606727,0.0208662747815795
"kin8nm","unilasso_loo_false",58,-0.0381560938732865,-0.0308242036169951,-0.15617422002036,-0.0221735857995234,0.0727931950082712,-0.040465993975863,-0.0388505680038918,0.0200035387812238
"kin8nm","unilasso_loo_false",59,-0.0443009106681809,-0.0239027375555571,-0.156812436257963,-0.0273452732186724,0.0731618717760018,-0.0392894415550806,-0.0395778026061996,0.0177827981877133
"kin8nm","unilasso_loo_false",60,-0.0442084555416137,-0.0245615079725641,-0.156294103753498,-0.0254073892452708,0.0698005808157109,-0.0404781629403128,-0.0416043326125962,0.0178726268011361
"kin8nm","unilasso_loo_false",61,-0.041020701306633,-0.0248195730459881,-0.154408123239812,-0.0266827068514968,0.0685333814400794,-0.0395547620014591,-0.0405345463494294,0.0226623939529618
"kin8nm","unilasso_loo_false",62,-0.0423953115777646,-0.0236802450668941,-0.155900914625601,-0.027495067071833,0.0693838102179456,-0.0441147824286699,-0.0437631185723756,0.0212167972335082
"kin8nm","unilasso_loo_false",63,-0.0416484516907645,-0.0302959487516363,-0.156506368014813,-0.0242547183410415,0.0717884546679781,-0.0405868221611494,-0.0382965033236698,0.0204902381776903
"kin8nm","unilasso_loo_false",64,-0.0407610793589048,-0.0262582918238795,-0.15496389194803,-0.0270842231443272,0.0722364307016228,-0.0404660908668776,-0.0427077146307841,0.0223751468210683
"kin8nm","unilasso_loo_false",65,-0.0408513066505366,-0.0245535834414862,-0.149283095875119,-0.027602669743024,0.0717387000432702,-0.0417389990466143,-0.0382018399814164,0.0238017663352384
"kin8nm","unilasso_loo_false",66,-0.0430548814116097,-0.0282962981257824,-0.153361888276898,-0.0237818371083161,0.0687400622504522,-0.0416243485882292,-0.0376957405534453,0.0216778757804372
"kin8nm","unilasso_loo_false",67,-0.0413936005878961,-0.0310268462714552,-0.154600358968389,-0.025407824390503,0.0730880183596243,-0.0377636637931412,-0.0390613246879813,0.0231397301285588
"kin8nm","unilasso_loo_false",68,-0.0449164248640222,-0.0263430555971858,-0.153974490536938,-0.0268956860474071,0.0716859603333665,-0.0386109599220583,-0.0397877849910211,0.0198290177632727
"kin8nm","unilasso_loo_false",69,-0.0431324104252252,-0.0263624312883591,-0.151522832443902,-0.0272409785674527,0.0702989651224285,-0.0387445804196947,-0.0417601440585551,0.0159105875209886
"kin8nm","unilasso_loo_false",70,-0.0423255510262903,-0.024893078554799,-0.15552689713702,-0.0294335196863539,0.0674310090710031,-0.0431162242801211,-0.0403365686695452,0.0188042567654286
"kin8nm","unilasso_loo_false",71,-0.0377969973075976,-0.0253670159059964,-0.156320724246799,-0.0256183952807418,0.0664581227651377,-0.0408433913371424,-0.0409506356033457,0.0211177885448171
"kin8nm","unilasso_loo_false",72,-0.0389113220872613,-0.0221588481130874,-0.153448357322419,-0.029124155602192,0.0711690301039465,-0.0411112564754012,-0.037373290962702,0.0201843208554942
"kin8nm","unilasso_loo_false",73,-0.0402666464905537,-0.0268857831545397,-0.155753185567921,-0.0220254565248224,0.0698100473825878,-0.0399911623387479,-0.040336307613139,0.0174865158157976
"kin8nm","unilasso_loo_false",74,-0.0392279269320701,-0.0263128750221377,-0.154721013115922,-0.0261210574911865,0.0738872562095125,-0.045174536916676,-0.0459569698263199,0.0231279728145486
"kin8nm","unilasso_loo_false",75,-0.0420863531610862,-0.0250517347547629,-0.154521762568816,-0.0247415185953069,0.0729077102133012,-0.0377131094515434,-0.0369340349083918,0.0189613141238723
"kin8nm","unilasso_loo_false",76,-0.0434064113426096,-0.0229220078910293,-0.153403258088414,-0.020240859268603,0.0703440856398759,-0.0351244183685656,-0.0399268081342202,0.024575128338019
"kin8nm","unilasso_loo_false",77,-0.0404740897710577,-0.0235479504020196,-0.155946578439641,-0.0292156328646415,0.070015391411835,-0.0369860383719021,-0.0408001417218523,0.0186485312756707
"kin8nm","unilasso_loo_false",78,-0.0380044015151124,-0.024239111271241,-0.153067852800465,-0.0240627867994512,0.0727028661633662,-0.0369205900959451,-0.0405809344337368,0.0176834776551594
"kin8nm","unilasso_loo_false",79,-0.0416938758918406,-0.0280741558424382,-0.152761063527852,-0.0268875885467794,0.0709142030418646,-0.0413307405557285,-0.0430378180438216,0.0224540757232928
"kin8nm","unilasso_loo_false",80,-0.038663505636039,-0.0202951575806808,-0.149685097263915,-0.0236671694031674,0.0756786642178651,-0.038325171385384,-0.0376738989565151,0.0238567232749337
"kin8nm","unilasso_loo_false",81,-0.0421463165702363,-0.0272731125621635,-0.158925493860724,-0.0260057512342911,0.0666377584172047,-0.0427349858198152,-0.0432529472221955,0.0199644183755147
"kin8nm","unilasso_loo_false",82,-0.043941225428724,-0.019186808363459,-0.151538484143473,-0.0233200476992838,0.070114113107099,-0.0398720334104665,-0.0402860770894752,0.0208194355593843
"kin8nm","unilasso_loo_false",83,-0.0429164357855528,-0.0234968829864994,-0.156314697727367,-0.0221577574706968,0.0674612385190228,-0.0397831939553337,-0.0413260829043797,0.0150945552464758
"kin8nm","unilasso_loo_false",84,-0.0403846643761592,-0.0217124238404291,-0.153417381953673,-0.0200473098862996,0.063861851719046,-0.0417979763604907,-0.0375453565404692,0.0215104269657982
"kin8nm","unilasso_loo_false",85,-0.0412964207928595,-0.0250522560402004,-0.1510222548831,-0.0292758749351024,0.0740022171904479,-0.0404540047263471,-0.0439414889170835,0.0218510680080351
"kin8nm","unilasso_loo_false",86,-0.0403430374730154,-0.0219065245684233,-0.155204953353455,-0.0278974985887864,0.0708812912376229,-0.0385349799574125,-0.0407005702607652,0.0250797447341839
"kin8nm","unilasso_loo_false",87,-0.0430098929326845,-0.0283152638988835,-0.154311495719676,-0.0227988855490084,0.0711469828463896,-0.0405703675038293,-0.0411255320001172,0.0179793993566035
"kin8nm","unilasso_loo_false",88,-0.038061397986596,-0.0248355200033335,-0.156997153436435,-0.0258051739630603,0.0704885086641082,-0.0409071039454235,-0.0421834906882268,0.0191511140566226
"kin8nm","unilasso_loo_false",89,-0.03684725347599,-0.0244475718759186,-0.153897842535046,-0.0240023815054903,0.0681108853815378,-0.0455630947317089,-0.0380348457250953,0.0159616476434421
"kin8nm","unilasso_loo_false",90,-0.037157096189914,-0.0230241039380527,-0.155880955252607,-0.022088981037234,0.0723164857662949,-0.0410712812644794,-0.0398939673625117,0.0175945338516765
"kin8nm","unilasso_loo_false",91,-0.0401539756668523,-0.0242492236682438,-0.153096301146361,-0.0274861128509785,0.0691282558387463,-0.0411162448349066,-0.0405729479621705,0.0245901414730648
"kin8nm","unilasso_loo_false",92,-0.0399004624566639,-0.026736424163825,-0.154959698604586,-0.0265953445949002,0.069319243234531,-0.0407526177528801,-0.0421726663287319,0.0191215397719763
"kin8nm","unilasso_loo_false",93,-0.0407059393484561,-0.0273052067588429,-0.150243353036116,-0.0238893797065767,0.0700347865726915,-0.0412347088490475,-0.0374426713656921,0.0201239800293857
"kin8nm","unilasso_loo_false",94,-0.0396258476437223,-0.0307362760270357,-0.156407159769355,-0.0250382706043038,0.0722672489531704,-0.0431069400293489,-0.0383259107377336,0.0219072332533626
"kin8nm","unilasso_loo_false",95,-0.0358137601567897,-0.0283371070403067,-0.154261547292297,-0.0231526742044628,0.0754978846678814,-0.0412656546226639,-0.0417033032452849,0.023133881593079
