"dataset","split_id","unilasso_loo_true_mse","unilasso_loo_true_support","unilasso_loo_true_sign_diff","unilasso_loo_true_nosign_mse","unilasso_loo_true_nosign_support","unilasso_loo_true_nosign_sign_diff","unilasso_loo_false_mse","unilasso_loo_false_support","unilasso_loo_false_sign_diff","polish_unilasso_mse","polish_unilasso_support","polish_unilasso_sign_diff","lasso_cv_mse","lasso_cv_support","lasso_cv_sign_diff","unireg_mse","unireg_support","unireg_sign_diff","least_squares_mse","least_squares_support","least_squares_sign_diff"
"naval_propulsion",62,0.000247251002403037,6,0,0.000247251002403037,6,0,0.000247486075055621,6,0,6.70790597578089e-05,11,2,0.000230265694191481,9,1,1.94981832792612e-05,15,0,6.16765686140883e-07,20,8
"naval_propulsion",63,0.000257516782527332,6,0,0.000257516782527332,6,0,0.000257853882938689,6,0,6.5473874726392e-05,11,2,0.000245857048884709,9,1,1.88893094699359e-05,15,0,6.14251547437952e-07,20,8
"naval_propulsion",64,0.000245605060229643,6,0,0.000245605060229643,6,0,0.000245950534083842,6,0,6.49541616013252e-05,11,2,0.000237850448716812,9,1,1.90461032233894e-05,16,0,6.11572643760757e-07,20,8
"naval_propulsion",65,0.000252396728820022,6,0,0.000252396728820022,6,0,0.000255222437492821,6,0,6.76684464012191e-05,10,2,0.000234470454283575,9,1,1.88359371608365e-05,16,0,6.36303691680162e-07,20,8
"naval_propulsion",66,0.000259611587470025,6,0,0.000259611587470025,6,0,0.00025993068698179,6,0,7.26345664867267e-05,11,2,0.000245767541824396,8,0,2.05223955231335e-05,15,0,6.28301030862072e-07,20,8
"naval_propulsion",67,0.000245739482396778,6,0,0.000245739482396778,6,0,0.000246033901569518,6,0,6.91346689514214e-05,10,2,0.000234230082459406,9,1,1.97666713966914e-05,15,0,6.34108128096098e-07,20,8
"naval_propulsion",68,0.000247190949846116,6,0,0.000247190949846116,6,0,0.000247501558895178,6,0,6.5566755033549e-05,11,2,0.000233406436199512,9,1,1.89975847802738e-05,15,0,6.16524334271616e-07,20,8
"naval_propulsion",69,0.000253377740220458,6,0,0.000253377740220458,6,0,0.000253844096381349,6,0,6.6235277721416e-05,11,2,0.000241605721782628,9,1,1.87827752545592e-05,16,0,6.25569713801466e-07,20,8
"naval_propulsion",70,0.0002581483720998,6,0,0.0002581483720998,6,0,0.000258410378386905,6,0,6.68268471268169e-05,11,2,0.000236097929645332,9,1,1.88399643310626e-05,15,0,6.11754503070453e-07,20,8
"naval_propulsion",71,0.000252688220741696,6,0,0.000252688220741696,6,0,0.00025302504538974,6,0,6.69199285574047e-05,11,2,0.000242204919583715,9,1,1.77543974623707e-05,16,0,6.05571843253114e-07,20,9
"naval_propulsion",72,0.000256456602162422,6,0,0.000256456602162422,6,0,0.000256738504429261,6,0,6.79124694417979e-05,11,2,0.000240586045024029,9,1,1.92785468027578e-05,16,0,6.23696568098481e-07,20,8
"naval_propulsion",73,0.00025382740780358,6,0,0.00025382740780358,6,0,0.000254134872339051,6,0,6.67629997553125e-05,11,2,0.000237667295801961,9,1,1.89845151334766e-05,15,0,6.1761607683607e-07,20,8
"naval_propulsion",74,0.000257769903202739,6,0,0.000257769903202739,6,0,0.000258026343842155,6,0,6.85333742465568e-05,10,2,0.000233886220214457,9,1,1.89022648356686e-05,15,0,6.40693123247107e-07,20,8
"naval_propulsion",75,0.000252271888027369,6,0,0.000252271888027369,6,0,0.000252737524069177,6,0,6.8110790122171e-05,10,2,0.000230241666038155,9,1,1.93772349490939e-05,16,0,6.28485516723057e-07,20,8
"naval_propulsion",76,0.000252956038693417,7,0,0.000252956038693417,7,0,0.000253341141039173,7,0,6.53764207611991e-05,12,2,0.000236107376051322,9,1,2.17302474292038e-05,13,0,6.4317815837121e-07,20,8
"naval_propulsion",77,0.000253246084533728,6,0,0.000253246084533728,6,0,0.00025359488205267,6,0,6.90886948031921e-05,11,2,0.000243631154704194,9,1,1.98739910527871e-05,15,0,6.03842366668169e-07,20,8
"naval_propulsion",78,0.000253198790150311,6,0,0.000253198790150311,6,0,0.000253552713244946,6,0,6.70650986347026e-05,11,2,0.0002389545963581,9,1,1.89748728436675e-05,15,0,5.87903056906556e-07,20,8
"naval_propulsion",79,0.000236770139364483,6,0,0.000236770139364483,6,0,0.000236962099897084,6,0,6.54570426907376e-05,11,2,0.000217631679940796,9,1,1.87040152384856e-05,15,0,6.04538051039842e-07,20,8
"naval_propulsion",80,0.000246535720365491,6,0,0.000246535720365491,6,0,0.000246813656691253,6,0,6.67870587888246e-05,10,2,0.000238613537382778,8,0,1.91848150654525e-05,16,0,6.29678437747067e-07,20,8
"naval_propulsion",81,0.000252790124700127,6,0,0.000252790124700127,6,0,0.000253236257365671,6,0,6.75116430341559e-05,11,2,0.000243629886877101,9,1,1.81364063619616e-05,16,0,6.43571573312024e-07,20,9
"naval_propulsion",82,0.000250470294235829,6,0,0.000250470294235829,6,0,0.000250747323711361,6,0,6.7589097168263e-05,11,2,0.000240041890606512,9,1,1.96669300064808e-05,16,0,6.25807791223678e-07,20,8
"naval_propulsion",83,0.000255706178380478,6,0,0.000255706178380478,6,0,0.000255999947913247,6,0,6.75027351199684e-05,11,2,0.00023959476577465,9,1,1.91704032990411e-05,15,0,6.15789196810548e-07,20,8
"naval_propulsion",84,0.000249570750419854,6,0,0.000249570750419854,6,0,0.000249811433283432,6,0,6.82182886946231e-05,11,2,0.000238316188882445,8,0,1.92943673702067e-05,15,0,6.02140027127192e-07,20,8
"naval_propulsion",85,0.000256703350317689,6,0,0.000256703350317689,6,0,0.000257006462213626,6,0,6.68486063685972e-05,11,2,0.000239285064594559,9,1,1.77258573766218e-05,17,0,6.22237880737705e-07,20,9
"naval_propulsion",86,0.000260717255020499,6,0,0.000260717255020499,6,0,0.000261025281258628,6,0,6.81630305244022e-05,11,2,0.000244041160278956,9,1,1.90529831737508e-05,16,0,6.07660997100152e-07,20,8
"naval_propulsion",87,0.000254762559979592,6,0,0.000254762559979592,6,0,0.000255095526491236,6,0,6.71101311653337e-05,10,2,0.000237526389716122,9,1,1.8981600659918e-05,15,0,6.08798413539767e-07,20,8
"naval_propulsion",88,0.000236191446243171,6,0,0.000236191446243171,6,0,0.00023650296721661,6,0,6.80767726130774e-05,11,2,0.000229600342041351,9,1,1.93949180890339e-05,15,0,6.21009004705649e-07,20,8
"naval_propulsion",89,0.000255598497884733,6,0,0.000255598497884733,6,0,0.000256025567943723,6,0,6.66633938295088e-05,10,2,0.000241887140581787,9,1,1.87448091513462e-05,15,0,6.02529993318876e-07,20,8
"naval_propulsion",90,0.000256123714542644,6,0,0.000256123714542644,6,0,0.000256432778983261,6,0,6.92743361848733e-05,11,2,0.000234169364404791,9,1,1.94437556326688e-05,16,0,6.37519327052514e-07,20,8
"naval_propulsion",91,0.000252437297461646,6,0,0.000252437297461646,6,0,0.000252776613994837,6,0,6.56852878666942e-05,11,2,0.000237441719680601,9,1,1.86054659090843e-05,15,0,6.10999732571352e-07,20,8
"naval_propulsion",92,0.000259866368283532,6,0,0.000259866368283532,6,0,0.000260005498612996,6,0,6.91904608884589e-05,11,2,0.00023850686459744,9,1,1.97489111086028e-05,15,0,6.65153457054636e-07,20,8
"naval_propulsion",93,0.000248029589875096,6,0,0.000248029589875096,6,0,0.000248299031484226,6,0,6.42537714819655e-05,11,2,0.000227950251016548,9,1,1.87541350740921e-05,16,0,6.10075094474016e-07,20,8
"naval_propulsion",94,0.000252269721150542,6,0,0.000252269721150542,6,0,0.00025260877175204,6,0,6.5968585555511e-05,11,2,0.000235250743521315,9,1,1.76443218954763e-05,17,0,6.18553714918918e-07,20,9
"naval_propulsion",95,0.000246776897350741,6,0,0.000246776897350741,6,0,0.000247022542881719,6,0,6.68507651742762e-05,10,2,0.000251337954486947,9,0,1.90954462248575e-05,16,0,6.4032825013875e-07,20,8
"naval_propulsion",96,0.000239048299865176,6,0,0.000239048299865176,6,0,0.000239361657336343,6,0,6.46315859394875e-05,11,2,0.000226888505353707,9,1,1.87045259611901e-05,15,0,6.13985895820347e-07,20,8
"naval_propulsion",97,0.000250348048100953,6,0,0.000250348048100953,6,0,0.000250680036535057,6,0,6.64601470159503e-05,11,2,0.00024097220365755,9,1,1.89045015362872e-05,16,0,6.08122467943059e-07,20,8
"naval_propulsion",98,0.000245620297510258,6,0,0.000245620297510258,6,0,0.000246077350431937,6,0,6.48050885455964e-05,11,2,0.00022846116398457,9,1,1.81175212401513e-05,13,0,6.28965460470355e-07,20,7
"naval_propulsion",99,0.00024487642761119,6,0,0.00024487642761119,6,0,0.00024528628015689,6,0,6.96614797851908e-05,11,2,0.000238678697023102,8,0,1.96482447010652e-05,16,0,6.26168374023137e-07,20,8
"naval_propulsion",100,0.000253549726261487,6,0,0.000253549726261487,6,0,0.000253870416117954,6,0,6.53815888695337e-05,11,2,0.000238078948328067,9,1,1.86058234320149e-05,15,0,5.87032044970765e-07,20,8
